title,n_enrolled,course_type,institution,instructors,Level,subject,language,course_length_weeks,  price  ,Average_Course_effort_per_week
Introduction to Geometry,61824,Self-paced on your time,SchoolYourself,Zach Wissner-Gross-John Lee-Vivek Venkatachalam-Kenny Peng,Introductory,Math,English,14,  £50.00  ,5
Introduction to FinTech,72767,Self-paced on your time,University of Hong Kong,Douglas Arner-Janos Barberis-Huy Nguyen Trieu-Ross Buckley,Introductory,Economics & Finance,English,6,  £199.00  ,2
Introduction to Family Engagement in Education,105146,Self-paced on your time,Harvard University,Karen L. Mapp,Introductory,Education & Teacher Training,English,6,  £70.00  ,3
Introduction to Electrical and Electronic Engineering - ÈõªÊ∞óÈõªÂ≠êÂ∑•Â≠¶ÂÖ•ÈñÄ -,25041,Self-paced on your time,Tokyo Institute of Technology,Akira Chiba-Akira Matsuzawa-Shinsuke Miyajima-Ayaka Saito,Introductory,Engineering,English,4,  £50.00  ,2.5
Introduction to Digital Humanities,37501,Self-paced on your time,Harvard University,Peter K. Bol,Introductory,Humanities,English,7,  £99.00  ,3
Introduction to Developmental Psychology,38060,Self-paced on your time,The University of Queensland,Blake McKimmie-Virginia Slaughter-Mark Nielsen-Nicole Nelson,Introductory,Humanities,English,8,  £99.00  ,1.5
Introduction to DevOps and Site Reliability Engineering,8697,Self-paced on your time,The Linux Foundation,Gourav Shah,Introductory,Computer Science,English,10,  £149.00  ,1.5
Introduction to Database Queries,0,Self-paced on your time,New York University,Aspen Olmsted,Introductory,Computer Science,English,5,  £166.00  ,7
Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,117410,Self-paced on your time,Harvard University,Kathryn Parker Boudett,Intermediate,Education & Teacher Training,English,10,  £70.00  ,1.5
Introduction to Data Science,43766,Self-paced on your time,IBM,Alex Aklson,Introductory,Data Analysis & Statistics,English,6,  £39.00  ,4.5
Introduction to Data Analytics for Managers,39113,Self-paced on your time,The University of Michigan,Amitabh Sinha-Sanjeev Kumar,Introductory,Business & Management,English,6,  £49.00  ,3
Introduction to Cybersecurity,73021,Self-paced on your time,University of Washington,Barbara Endicott-Popovsky,Introductory,Computer Science,English,6,  £199.00  ,3.5
Introduction to Corporate Finance,98093,Self-paced on your time,Columbia University,Daniel Wolfenzon,Introductory,Business & Management,English,4,  £225.00  ,3.5
Introduction to Cloud Infrastructure Technologies,86923,Self-paced on your time,The Linux Foundation,Chris Pokorni-Chip Childers-Neependra Khare,Introductory,Computer Science,English,14,  £169.00  ,3.5
Introduction to Cloud Foundry and Cloud Native Software Architecture,24444,Self-paced on your time,The Linux Foundation,Norm Abramovitz-Tyler Bird-Kevin Rutten,Introductory,Computer Science,English,14,  £169.00  ,3.5
"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",0,Self-paced on your time,IBM,Rav Ahuja-Upkar Lidder,Introductory,Computer Science,English,4,  £99.00  ,1.5
Introduction to Cloud Computing,0,Self-paced on your time,IBM,Rav Ahuja,Introductory,Computer Science,English,6,  £49.00  ,1.5
Introduction to Clinical Psychology,57234,Self-paced on your time,The University of Queensland,Blake McKimmie-Nancy Pachana-Vanessa Cobham,Introductory,Humanities,English,7,  £99.00  ,1.5
Introduction to Biomedical Imaging,56485,Self-paced on your time,The University of Queensland,Graham Galloway-David Reutens-Ian Brereton-Gail Durbridge,Introductory,Medicine,English,12,  £99.00  ,4.5
Introduction to Biology - The Secret of Life,147512,Instructor-led on a course schedule,Massachusetts Institute of Technology,Eric S. Lander-Michelle Mischke-Graham Walker-Brian White,Introductory,Biology & Life Sciences,English,16,  £150.00  ,7.5
Introduction to Bioconductor,36370,Self-paced on your time,Harvard University,Rafael Irizarry-Michael Love-Vincent Carey,Intermediate,Data Analysis & Statistics,English,4,  £149.00  ,3
Introduction to Astrophysics,20802,Self-paced on your time,√âcole polytechnique f√©d√©rale de Lausanne,Fr√©d√©ric COURBIN-Vivien Bonvin-Thibault Kuntzer-Pierre North,Introductory,Physics,English,7,  £139.00  ,3.5
Introduction to Animal Ethics,6608,Self-paced on your time,Kyoto University,Tetsuji Iseda,Introductory,Philosophy & Ethics,English,5,  £49.00  ,2.5
Introduction to Animal Behaviour,42135,Self-paced on your time,Wageningen University & Research,Marc Naguib-James Savage-Lysanne Snijders,Introductory,Biology & Life Sciences,English,6,  £49.00  ,5
Introduction to Algebra,131197,Self-paced on your time,SchoolYourself,Zach Wissner-Gross-John Lee-Vivek Venkatachalam-Kenny Peng,Introductory,Math,English,4,  £139.00  ,5
Introduction to Aerospace Structures and Materials,37126,Self-paced on your time,Delft University of Technology,Jos Sinke-Calvin Rans-Gillian Saunders-Smits-Ren√© Alderliesten,Introductory,Engineering,English,8,  £50.00  ,5
Introduction to Aeronautical Engineering,99971,Self-paced on your time,Delft University of Technology,Jacco M. Hoekstra-Jos Sinke-Mark Voskuijl-Nando Timmer,Introductory,Engineering,English,7,  £50.00  ,11
Introduction to Actuarial Science,52667,Self-paced on your time,Australian National University,Adam Butt,Introductory,Data Analysis & Statistics,English,8,  £49.00  ,3
Introduction To Music Theory,67029,Self-paced on your time,Berklee College of Music,George Russell,Introductory,Humanities,English,6,  £49.00  ,4
Introducci√≥n al quir√≥fano,0,Self-paced on your time,Universidades An√°huac,Fernando Azcoitia Moraila,Intermediate,Medicine,English,6,  £49.00  ,3.5
"Introducci√≥n al griego cl√°sico: verbos, oraciones y filosof√≠a",0,Self-paced on your time,Universidad Aut√≥noma de Madrid,Helena Gonz√°lez-Vaquerizo-Araceli Striano Corrochano-Raquel Fornieles S√°nchez,Introductory,Language,English,5,  £49.00  ,4.5
"Introducci√≥n al griego cl√°sico: lengua, nombres y mitolog√≠a",18849,Self-paced on your time,Universidad Aut√≥noma de Madrid,Helena Gonz√°lez-Vaquerizo-Araceli Striano Corrochano-Raquel Fornieles S√°nchez,Introductory,Language,English,5,  £49.00  ,4.5
Introducci√≥n al desarrollo de videojuegos con Unity,27474,Self-paced on your time,Universitat Polit√®cnica de Valencia,Jordi Linares Pellicer,Intermediate,Computer Science,English,6,  £50.00  ,3.5
Introducci√≥n al desarrollo de aplicaciones web,27757,Self-paced on your time,Universidad Aut√≥noma de Madrid,Ruth Cobos P√©rez-√Ålvaro Ortigosa-Roberto Latorre Camino,Introductory,Computer Science,English,5,  £49.00  ,4.5
Introducci√≥n al Office 365,16470,Self-paced on your time,Universitat Polit√®cnica de Valencia,Jaime Busquets Mataix-Roberto Viv√≥-Ignacio Despujol Zabala,Introductory,Computer Science,English,7,  £75.00  ,2.5
Introducci√≥n al Internet de las Cosas (IoT),6322,Self-paced on your time,Universitat Polit√®cnica de Valencia,Leopoldo Armesto √Ångel,Introductory,Electronics,English,6,  £50.00  ,5.5
Introducci√≥n al Derecho en la vida cotidiana,0,Self-paced on your time,Universidad Aut√≥noma de Madrid,Mar√≠a del Pilar P√©rez √Ålvarez-Beatriz Gregoraci Fern√°ndez-Pilar Dom√≠nguez Lozano,Introductory,Law,English,5,  £49.00  ,5.5
Introducci√≥n a los ritmos y relojes biol√≥gicos,6149,Self-paced on your time,Universidad Nacional de C√≥rdoba,Mario Eduardo Guido-Eduardo Garbarino Pico-√Ågata Carpentieri-Mar√≠a Ana Contin,Introductory,Science,English,4,  £50.00  ,7
Introducci√≥n a los encofrados y las cimbras en obra civil y edificaci√≥n,16029,Self-paced on your time,Universitat Polit√®cnica de Valencia,V√≠ctor Yepes Piqueras,Introductory,Engineering,English,4,  £50.00  ,2.5
Introducci√≥n a los circuitos el√©ctricos,11953,Self-paced on your time,Universidad Galileo,Preng Biba-Rodrigo Baessa-Eduardo Corpe√±o,Intermediate,Electronics,English,5,  £49.00  ,7
Introducci√≥n a las tecnolog√≠as para la Educaci√≥n,31533,Self-paced on your time,Universitat Polit√®cnica de Valencia,Miguel Ferrando Bataller-Ignacio Despujol-Linda Casta√±eda Quintero,Introductory,Computer Science,English,5,  £49.00  ,3.5
Introducci√≥n a las ondas gravitacionales,8657,Self-paced on your time,Universidad Nacional de C√≥rdoba,Gabriela Gonz√°lez,Introductory,Science,English,4,  £50.00  ,6
Introducci√≥n a las finanzas: Principios de valoraci√≥n,17344,Self-paced on your time,Universidad del Rosario,Rafael Serrano-Laura Natalia L√≥pez,Intermediate,Economics & Finance,English,4,  £49.00  ,8
Introducci√≥n a las ecuaciones diferenciales,9868,Self-paced on your time,Universidad Galileo,"Alberth Alvarado, Ph.D.-Henry Campos",Intermediate,Math,English,7,  £49.00  ,5
Introducci√≥n a la teor√≠a pol√≠tica: conceptos y grandes pensadores,11741,Self-paced on your time,Universit√† degli Studi di Napoli Federico II,Fernando Vallesp√≠n,Introductory,Social Sciences,English,7,  £59.00  ,5
Introducci√≥n a la rob√≥tica e industria 4.0,7056,Self-paced on your time,Universidades An√°huac,Luis Alberto Mu√±oz Ubando-David Alberto Sansores Peraza-Daniel Alejandro Sansores Peraza,Introductory,Computer Science,English,3,  £49.00  ,4.5
Introducci√≥n a la programaci√≥n en Java: empezando a programar,23321,Self-paced on your time,Universidad Carlos III de Madrid,Carlos Delgado Kloos-Carmen Fern√°ndez Panadero-Iria Est√©vez-Ayres-Jorge Blasco,Introductory,Computer Science,English,5,  £49.00  ,8.5
Introducci√≥n a la programaci√≥n en C: Tipos de datos y estructuras,13480,Self-paced on your time,Universidad Aut√≥noma de Madrid,Germ√°n Montoro Manrique-Alejandro Sierra Urrecho,Introductory,Computer Science,English,4,  £49.00  ,3
Introducci√≥n a la inversi√≥n burs√°til,64261,Self-paced on your time,Universitat Polit√®cnica de Valencia,Francisco Guijarro Mart√≠nez-Fernando Garc√≠a Garc√≠a-Javier Oliver Muncharaz,Introductory,Economics & Finance,English,2,  £50.00  ,3.5
Introducci√≥n a la inteligencia emocional,18830,Self-paced on your time,Universidades An√°huac,Pped. Silvia Josefina Axle Echanove-Psic. Alejandro Gonz√°lez Novelo-M.C. Jorge Carlos Hevia Orozco,Introductory,Social Sciences,English,4,  £49.00  ,4
Introducci√≥n a la gravedad cu√°ntica de lazos,7360,Self-paced on your time,Universidad Nacional de C√≥rdoba,Jorge Pullin,Introductory,Science,English,5,  £50.00  ,6
Introducci√≥n a la gesti√≥n de proyectos,98517,Self-paced on your time,Universitat Polit√®cnica de Valencia,Alberto Palomares Chust,Introductory,Business & Management,English,5,  £50.00  ,4.5
Introducci√≥n a la gen√©tica y la evoluci√≥n,15297,Self-paced on your time,Universidad Aut√≥noma de Madrid,Miguel Pita Dom√≠nguez,Introductory,Biology & Life Sciences,English,3,  £49.00  ,2.5
Introducci√≥n a la factura electr√≥nica,5829,Self-paced on your time,LOGYCA,Kelly Toscano-Edna Melissa Reina Calderon,Intermediate,Economics & Finance,English,4,  £50.00  ,3.5
Introducci√≥n a la energ√≠a solar fotovoltaica: El m√≥dulo fotovoltaico,14673,Self-paced on your time,Universitat Polit√®cnica de Valencia,Salvador Segu√≠ Chilet,Intermediate,Engineering,English,4,  £50.00  ,3.5
Introducci√≥n a la ciencia de datos y sus aplicaciones,7303,Self-paced on your time,IBM,Alex Aklson,Introductory,Data Analysis & Statistics,English,6,  £39.00  ,4.5
Introducci√≥n a la caligraf√≠a y paleograf√≠a en archivos hispanos medievales y modernos,12674,Self-paced on your time,Universidad Carlos III de Madrid,Diego Navarro Bonilla-Jos√© Luis La Torre Merino-Eduardo Ju√°rez Valero,Introductory,Humanities,English,6,  £29.00  ,3.5
Introducci√≥n a la Regulaci√≥n Emocional basada en Mindfulness,20634,Self-paced on your time,Universidad Aut√≥noma de Madrid,Beatriz Rodr√≠guez Vega-Carmen Bay√≥n P√©rez-√Ångela Palao Tarrero-Ainoa Mu√±oz San Jos√©,Introductory,Health & Safety,English,4,  £49.00  ,5.5
Introducci√≥n a la Inteligencia Artificial: Principales Algoritmos,0,Self-paced on your time,Universidad Galileo,Jorge Samayoa-Eduardo Corpe√±o-Preng Biba-Julio Fajardo,Introductory,Computer Science,English,4,  £49.00  ,4.5
Introducci√≥n a la Inteligencia Artificial de Watson,0,Self-paced on your time,IBM,Rav Ahuja,Introductory,Computer Science,English,8,  £49.00  ,6
Introducci√≥n a la Inteligencia Artificial,11184,Self-paced on your time,Universidades An√°huac,Rom√°n Alberto Zamarripa Franco,Introductory,Computer Science,English,4,  £49.00  ,4.5
Introducci√≥n a la Ingenier√≠a del Software,17931,Self-paced on your time,Universidad Aut√≥noma de Madrid,Miren Idoia Alarc√≥n Rodr√≠guez,Introductory,Computer Science,English,5,  £49.00  ,4.5
Introducci√≥n a la Estructura de la Materia,11859,Self-paced on your time,Universitat Polit√®cnica de Valencia,Carmen G√≥mez Benito-Teresa Pardo Vicente-Juan Antonio Llorens Molina,Introductory,Chemistry,English,4,  £25.00  ,3.5
Introducci√≥n a la Ciencia de Datos y el Big Data,16268,Self-paced on your time,Tecnol√≥gico de Monterrey,Jes√∫s Aguilar,Intermediate,Data Analysis & Statistics,English,4,  £49.00  ,4
Introducci√≥n a R,6431,Self-paced on your time,Universidades An√°huac,C√©sar Iv√°n Cobos May-V√≠ctor Cruz Morales,Introductory,Data Analysis & Statistics,English,4,  £49.00  ,6.5
Introducci√≥n a Matem√°ticas para Finanzas y Negocios,0,Self-paced on your time,Tecnol√≥gico de Monterrey,Luis A. Hern√°ndez Ar√°mburo,Advanced,Economics & Finance,English,5,  £50.00  ,6.5
Introducci√≥n a Ciencias de Datos y Estad√≠stica B√°sica para Negocios,0,Self-paced on your time,Tecnol√≥gico de Monterrey,Jos√© Antonio N√∫√±ez Mora,Advanced,Data Analysis & Statistics,English,4,  £50.00  ,6.5
Internet de las cosas (IoT) y Big Data,0,Self-paced on your time,Universidad del Rosario,Jefferson Sarmiento Rojas-Daniel Alejandro Quiroga Torres-Pedro Antonio Aya Parra,Intermediate,Data Analysis & Statistics,English,4,  £49.00  ,5
Internationalization: Creating Digital Content for the World,0,Self-paced on your time,University of Washington,Agust√≠n Da Fieno Delucchi-Jorge Russo dos Santos-Pavel Soukenik,Advanced,Computer Science,English,4,  £199.00  ,3.5
International Women's Health and Human Rights,9796,Self-paced on your time,Stanford University,Anne Firth Murray,Introductory,Social Sciences,English,10,  £50.00  ,3
International Project Management,45145,Self-paced on your time,Rochester Institute of Technology,Celine Gullace-Leonie Fernandes,Advanced,Business & Management,English,9,  £150.00  ,10
International Law,91868,Self-paced on your time,Universit√© catholique de Louvain,Pierre d‚ÄôArgent,Advanced,Law,English,12,  £150.00  ,7
